Order ID,Order Date,Ship Date,Ship Mode,Customer Name,Segment,Region,City,Category,Sub-Category,Product Name,Quantity,Unit Price,Discount,Sales,Profit
ORD-11142,23/10/2024,26/10/2024,First Class,Omar Farooq,Home Office,east,Sialkot,Furniture,Tables,Corner Table,9,819.68,0,7377.12,-551.15
ORD-10837,30/01/2024,05/02/2024,Second Class,Sara Qureshi,Corporate,,Peshawar,Technology,Accessories,Keyboard,4,860.05,0.2,3440.2,917.85
ORD-10679,06/10/2024,13/10/2024,Second Class,Bilal Farooq,Consumer,west,Peshawar,Furniture,Furnishings,Wall Clock,2,448.89,0.1,897.78,-51.61
ORD-10249,01/02/2023,03/02/2023,Standard Class,Tariq Raza,Corporate,east,Gujranwala,Furniture,Furnishings,Floor Mat,6,151.34,0,908.04,203.84
ORD-10824,26/10/2023,30/10/2023,Same Day,Omar Ansari,Corporate,north,Islamabad,Technology,Accessories,Wireless Mouse,9,223.93,0,2015.37,698.48
ORD-10015,13/09/2023,20/09/2023,Same Day,Sara Sheikh,Consumer, North,Rawalpindi,Furniture,Chairs,Executive Leather Chair,3,368.74,0.1,1106.22,-47.71
ORD-11079,19/07/2023,23/07/2023,Standard Class,Mahnoor Chaudhry,Corporate,central,Faisalabad,Furniture,Furnishings,Floor Mat,4,5.51,0,22.04,-1.51
ORD-10159,01/03/2023,06/03/2023,Standard Class,Fatima Raza,Home Office, West,Quetta,Office Supplies,Paper,Sticky Notes,11,75.77,0.1,833.47,228.01
ORD-11047,26/09/2023,30/09/2023,Second Class,Fatima Raza,Corporate, North,Lahore,Office Supplies,Art,Marker Set,7,407.6,0.3,2853.2,808.79
ORD-10750,23/04/2023,24/04/2023,First Class,Rabia Butt,Corporate,Nort,Rawalpindi,Office Supplies,Paper,Notebook,3,698.85,0,2096.55,4.82
ORD-10632,09/12/2024,12/12/2024,Standard Class,Tariq Iqbal,Consumer,South,,Office Supplies,Art,Highlighter Pack,4,205.08,0,820.32,-3.7
ORD-10360,13/08/2024,17/08/2024,Same Day,Ayesha Sheikh,Consumer,North,Islamabad,Office Supplies,Art,Pen Set,12,589.24,0.15,7070.88,2222.57
ORD-10048,10/08/2023,16/08/2023,First Class,Usman Raza,Consumer,WEST,Peshawar,Furniture,Tables,Coffee Table,3,275.53,0.2,826.59,96.77
ORD-10202,17/11/2023,20/11/2023,Second Class,Rabia Qureshi,Home Office,East,Gujranwala,Furniture,Tables,Round Conference Table,1,551.24,0,551.24,38.61
ORD-10330,09/08/2023,16/08/2023,Standard Class,Kamran Raza,Corporate,east,Sialkot,Office Supplies,Storage,Filing Cabinet,9,503.95,0.3,4535.55,-95.89
ORD-10058,01/04/2023,04/04/2023,Same Day,Tariq Farooq,Home Office,east,Sialkot,Office Supplies,Labels,Address Labels,7,53.51,0.15,374.57,11.57
ORD-11115,14/07/2024,16/07/2024,First Class,Rabia Chaudhry,Corporate, North,Lahore,Technology,Copiers,Desktop Copier,6,126.91,0.15,761.46,42.47
ORD-10112,03/11/2024,09/11/2024,Same Day,Kamran Ansari,Home Office,Nort,Rawalpindi,Office Supplies,Paper,Copy Paper A4,6,733.09,0,4398.54,1166.46
ORD-10338,21/10/2023,25/10/2023,Second Class,Faisal Chaudhry,Corporate,Central,Faisalabad,Office Supplies,Storage,Storage Box,10,211.94,0,2119.4,263.03
ORD-11120,15/05/2024,18/05/2024,Same Day,Hassan Khan,Consumer,West,Peshawar,Furniture,Furnishings,Wall Clock,1,674.75,0.15,674.75,-3.69
ORD-10307,29/08/2024,31/08/2024,First Class,Hassan Ansari,Consumer,South,Karachi,Furniture,Tables,Coffee Table,7,541.42,0.15,3789.94,639.78
ORD-10571,02/10/2024,06/10/2024,First Class,Hina Malik,Home Office,Central,Multan,Furniture,Chairs,Stacking Chair,3,60.49,0.3,181.47,12.88
ORD-10422,14/07/2024,15/07/2024,Standard Class,Ayesha Farooq,Consumer,North,Lahore,Office Supplies,Binders,Hanging Binder,6,201.38,0,1208.28,-29.06
ORD-10813,15/05/2023,17/05/2023,Standard Class,Faisal Malik,Corporate,Nort,Rawalpindi,Technology,Machines,Laser Printer,8,504.17,0,4033.36,826.82
ORD-10635,26/05/2024,01/06/2024,Same Day,Omar Ansari,Home Office,west,Peshawar,Furniture,Chairs,Folding Chair,12,115.5,0.3,1386,281.72
ORD-10459,28/03/2024,31/03/2024,First Class,Ahmed Iqbal,Consumer, North,Lahore,Furniture,Chairs,Folding Chair,10,757.58,0.1,7575.8,217.4
ORD-10841,01/02/2023,08/02/2023,Second Class,Tariq Malik,Home Office, West,Peshawar,Furniture,Furnishings,Floor Mat,1,335.73,0.15,335.73,99.76
ORD-10618,22/03/2024,25/03/2024,First Class,Ali Iqbal,Home Office,EAST,Gujranwala,Technology,Accessories,Keyboard,7,663.42,0,4643.94,412.67
ORD-10449,24/03/2023,29/03/2023,Second Class,Ayesha Iqbal,Home Office,EAST,Sialkot,Technology,Accessories,USB Cable,6,421.49,0,2528.94,82.91
ORD-10655,12/10/2024,19/10/2024,Standard Class,Sara Malik,Consumer,NORTH,Islamabad,Office Supplies,Binders,Hanging Binder,12,219.83,0,2637.96,-177.91
ORD-10080,29/05/2023,31/05/2023,Standard Class,ahmed raza,Consumer,CENTRAL,Multan,Furniture,Chairs,Mesh Task Chair,4,532.02,0,2128.08,-133.81
ORD-10662,03/10/2023,04/10/2023,Second Class,Faisal Khan,Corporate, West,Quetta,Furniture,Bookcases,Corner Bookcase,6,795.8,0.2,4774.8,-242.41
ORD-10215,13/07/2024,20/07/2024,Standard Class,Tariq Raza,Home Office,south,Karachi,Office Supplies,Binders,3-Ring Binder,11,756.42,0,8320.62,2708.32
ORD-10641,15/05/2024,18/05/2024,,Nida Chaudhry,Consumer,central,Faisalabad,Technology,Phones,Office Desk Phone,11,589.61,0,6485.71,-935.23
ORD-10030,05/08/2024,08/08/2024,Second Class,Mahnoor Qureshi,Home Office,West,Peshawar,Office Supplies,Paper,Sticky Notes,11,293.41,0.1,3227.51,229.41
ORD-10242,04/04/2024,06/04/2024,First Class,Sara Iqbal,Corporate,south,Karachi,Furniture,Chairs,Stacking Chair,4,897.56,0.2,3590.24,-273.08
ORD-10660,07/01/2023,12/01/2023,Second Class,Kamran Butt,Consumer,WEST,Peshawar,Office Supplies,Binders,3-Ring Binder,7,322.31,0,2256.17,147.56
ORD-10209,13/11/2024,19/11/2024,First Class,Ahmed Butt,Consumer,South,Karachi,Technology,Machines,Shredder,8,857.95,0.15,6863.6,745.47
ORD-10563,28/10/2024,29/10/2024,Standard Class,Nida Qureshi,Consumer,,Faisalabad,Technology,Phones,Office Desk Phone,6,351.14,0.3,2106.84,492.96
ORD-10435,22/06/2023,28/06/2023,Second Class,Ali Butt,Consumer,EAST,Sialkot,Office Supplies,Paper,Notebook,2,712.99,0.2,1425.98,222.77
ORD-10044,22/03/2024,29/03/2024,Standard Class,Sana Sheikh,Corporate,CENTRAL,Faisalabad,Furniture,Chairs,Folding Chair,8,515.02,0.2,4120.16,162.72
ORD-11128,23/04/2024,27/04/2024,Same Day,Usman Sheikh,Consumer,Central,Multan,Technology,Copiers,Desktop Copier,4,336.93,0,1347.72,-29.34
ORD-10652,12/04/2023,13/04/2023,Second Class,Tariq Ansari,Corporate,SOUTH,Hyderabad,Furniture,Bookcases,Corner Bookcase,10,794.41,0.1,7944.1,
ORD-10403,17/04/2024,24/04/2024,Standard Class,Ayesha Iqbal,Corporate,SOUTH,Hyderabad,Technology,Machines,Shredder,12,718.1,0,8617.2,1103.65
ORD-10677,27/03/2023,02/04/2023,First Class,Hina Khan,Consumer,CENTRAL,Multan,Office Supplies,Labels,Shipping Labels,11,735.25,0.3,8087.75,224.37
ORD-10362,12/08/2024,17/08/2024,Same Day,Bilal Raza,Corporate,north,Islamabad,Office Supplies,Art,Marker Set,2,430.89,0.2,861.78,-108.02
ORD-10271,22/12/2024,29/12/2024,Standard Class,Usman Farooq,Consumer,central,Faisalabad,Technology,Phones,Office Desk Phone,6,599.02,0.2,3594.12,152.53
ORD-10466,11/10/2023,15/10/2023,Standard Class,Mahnoor Iqbal,Corporate,Nort,Rawalpindi,Office Supplies,Labels,Shipping Labels,5,567.06,0.1,2835.3,955.86
ORD-11102,10/04/2023,17/04/2023,First Class,Ahmed Sheikh,Consumer,east,Sialkot,Furniture,Tables,Round Conference Table,2,701.91,0.3,1403.82,321.79
ORD-10799,03/12/2023,05/12/2023,First Class,Usman Farooq,Home Office,East,Gujranwala,Office Supplies,Binders,Hanging Binder,12,862.06,0.1,10344.72,320.07
ORD-10277,13/04/2024,20/04/2024,Second Class,Mahnoor Malik,Corporate,SOUTH,Karachi,Office Supplies,Binders,Hanging Binder,8,414.36,0.15,3314.88,1087.6
ORD-11116,13/09/2023,18/09/2023,Second Class,Ayesha Iqbal,Home Office, North,Islamabad,Technology,Copiers,Desktop Copier,10,176.09,0,1760.9,344.52
ORD-11178,13/01/2024,15/01/2024,Second Class,Adeel Chaudhry,Home Office,east,Sialkot,Office Supplies,Art,Pen Set,7,150.27,0.2,1051.89,338.15
ORD-11002,12/06/2023,15/06/2023,Second Class,Bilal Ansari,Corporate,EAST,Gujranwala,Technology,Phones,Cordless Phone,5,310.28,0,1551.4,393.38
ORD-10718,20/04/2024,24/04/2024,Same Day,Zara Chaudhry,Consumer,West,Peshawar,Furniture,Bookcases,Wall-Mount Bookcase,7,607.6,0,4253.2,
ORD-10442,22/03/2024,24/03/2024,Second Class,Sana Sheikh,Consumer, South ,Karachi,Office Supplies,Storage,Storage Box,11,325.94,0,3585.34,-175.3
ORD-10299,23/10/2024,28/10/2024,Same Day,Sara Malik,Home Office,NORTH,Lahore,Technology,Machines,Label Maker,1,765.38,0.2,765.38,-102.87
ORD-10375,03/08/2024,08/08/2024,First Class,Sara Farooq,Consumer,south,Karachi,Technology,Phones,Office Desk Phone,3,454.58,0.15,1363.74,115.07
ORD-10795,28/07/2023,31/07/2023,Same Day,Bilal Khan,Home Office,CENTRAL,Faisalabad,Furniture,Furnishings,Wall Clock,6,548.24,0,N/A,57.54
ORD-10860,13/06/2024,20/06/2024,Same Day,Nida Khan,Consumer, North,Lahore,Office Supplies,Binders,Hanging Binder,3,290.53,0.15,871.59,90.2
ORD-10725,04/12/2024,08/12/2024,Standard Class,ahmed butt,Corporate,WEST,Peshawar,Furniture,Tables,Coffee Table,11,512.73,0.15,5640.03,1564.57
ORD-10472,03/08/2023,05/08/2023,Standard Class,Imran Iqbal,Corporate, North,Rawalpindi,Furniture,Chairs,Executive Leather Chair,1,180.73,0,180.73,44.55
ORD-10598,07/07/2023,13/07/2023,Second Class,Hassan Chaudhry,Corporate,Central,Faisalabad,Technology,Phones,Smartphone X200,11,486.28,0.2,5349.08,1648.31
ORD-11121,22/10/2023,24/10/2023,Same Day,Rabia Malik,Consumer,east,Sialkot,Office Supplies,Binders,View Binder,10,411.71,0,4117.1,708.66
ORD-10388,06/10/2024,11/10/2024,Second Class,Adeel Raza,Home Office, North,Rawalpindi,Technology,Accessories,Wireless Mouse,5,475.23,0.15,2376.15,63.98
ORD-10022,22/02/2023,23/02/2023,Standard Class,Zara Butt,Consumer,WEST,Quetta,Furniture,Bookcases,5-Shelf Bookcase,12,400.44,0.2,4805.28,306.79
ORD-10558,29/10/2024,05/11/2024,Same Day,Rabia Sheikh,Home Office,SOUTH,Hyderabad,Office Supplies,Binders,Hanging Binder,3,339.11,0,1017.33,245.19
ORD-10937,27/01/2023,29/01/2023,First Class,Omar Iqbal,Home Office,central,Multan,Technology,Accessories,USB Cable,1,657.51,0.3,657.51,194.28
ORD-10423,26/09/2024,27/09/2024,Second Class,Sara Qureshi,Consumer,Nort,Rawalpindi,Furniture,Chairs,Executive Leather Chair,3,341.48,0.3,1024.44,307.28
ORD-11019,21/11/2024,23/11/2024,Second Class,Usman Qureshi,Consumer,CENTRAL,Faisalabad,Office Supplies,Binders,Hanging Binder,5,199.04,0,995.2,4.93
ORD-11071,22/04/2024,28/04/2024,First Class,Hassan Ansari,Corporate,CENTRAL,Faisalabad,Office Supplies,Labels,Shipping Labels,8,117.98,0,943.84,-43.94
ORD-10906,02/08/2024,06/08/2024,Standard Class,Mahnoor Raza,Home Office,Nort,Islamabad,Technology,Copiers,Multifunction Copier,11,65.06,0,715.66,94.93
ORD-11108,18/07/2024,24/07/2024,First Class,Omar Ansari,Home Office,East,Sialkot,Technology,Accessories,USB Cable,7,267.64,0.3,1873.48,-181.19
ORD-10142,28/02/2024,02/03/2024,Standard Class,Imran Farooq,Consumer,West,Quetta,Furniture,Tables,Corner Table,11,183.51,0,2018.61,21.36
ORD-10050,04/05/2024,05/05/2024,Same Day,Bilal Qureshi,Home Office, North,Islamabad,Furniture,Chairs,Mesh Task Chair,5,81.24,0,406.2,-36.87
ORD-10716,18/10/2023,24/10/2023,Standard Class,,Home Office,Central,Multan,Furniture,Chairs,Executive Leather Chair,2,449.28,0.3,898.56,145.49
ORD-10782,11/01/2023,13/01/2023,First Class,Sara Khan,Home Office,West,Quetta,Technology,Machines,Laser Printer,3,397.51,0,1192.53,-152.81
ORD-10081,07/03/2024,12/03/2024,First Class,Mahnoor Malik,Corporate,North,Islamabad,Office Supplies,Storage,Storage Bin,8,455.94,0.15,3647.52,-468.04
ORD-10482,12/04/2023,18/04/2023,Standard Class,Nida Qureshi,Consumer,North,Islamabad,Technology,Phones,Smartphone X200,11,297.63,0,3273.93,527.05
ORD-10321,11/08/2024,14/08/2024,Second Class,,Home Office, West,Peshawar,Furniture,Bookcases,Wall-Mount Bookcase,1,436.36,0,436.36,-50.72
ORD-11028,21/05/2024,27/05/2024,Second Class,Zara Butt,Consumer,Centeral,Faisalabad,Office Supplies,Binders,Hanging Binder,6,832.62,0.2,4995.72,416.03
ORD-10740,09/05/2024,11/05/2024,Standard Class,Tariq Sheikh,Consumer,NORTH,Islamabad,Technology,Phones,Office Desk Phone,11,584.19,0.3,6426.09,-302.38
ORD-11181,16/05/2023,19/05/2023,Second Class,Ayesha Farooq,Home Office,EAST,Sialkot,Furniture,Bookcases,Wall-Mount Bookcase,9,834.81,10,7513.29,-1087.02
ORD-10066,03/10/2024,09/10/2024,Same Day,Sara Iqbal,Consumer,West,,Furniture,Bookcases,5-Shelf Bookcase,2,685.53,0.2,1371.06,392.52
ORD-11152,22/04/2023,25/04/2023,Standard Class,ADEEL KHAN,Corporate,south,Hyderabad,Office Supplies,Paper,Sticky Notes,11,620.99,0,6830.89,-35.19
ORD-10652,12/04/2023,13/04/2023,Second Class,Tariq Ansari,Corporate,,Hyderabad,Furniture,Bookcases,Corner Bookcase,10,794.41,0.1,7944.1,702.5
ORD-10793,21/08/2023,27/08/2023,Second Class,Hassan Ansari,Consumer,south,Karachi,Furniture,Chairs,Executive Leather Chair,8,524,0,4192,531.14
ORD-10417,25/04/2023,30/04/2023,Standard Class,Usman Farooq,Consumer,south,Hyderabad,Office Supplies,Paper,Sticky Notes,3,720.44,0.3,2161.32,-288.44
ORD-11046,11/05/2023,18/05/2023,First Class,Mahnoor Butt,Consumer,central,Multan,Office Supplies,Labels,Address Labels,4,566.11,0.1,2264.44,611.14
ORD-10064,29/04/2024,05/05/2024,Standard Class,Rabia Qureshi,Home Office, West,Quetta,Office Supplies,Binders,3-Ring Binder,6,783.38,0.3,4700.28,1280.92
ORD-10971,27/03/2024,28/03/2024,Second Class,Ayesha Malik,Home Office,SOUTH,,Furniture,Bookcases,5-Shelf Bookcase,7,468.65,0,3280.55,522.57
ORD-10962,04/06/2024,09/06/2024,Second Class,Hassan Sheikh,Home Office,SOUTH,Karachi,Furniture,Chairs,Stacking Chair,12,291.68,0.2,3500.16,-168.69
ORD-11113,03/05/2024,04/05/2024,Second Class,Hassan Qureshi,Consumer,WEST,Peshawar,Technology,Phones,Office Desk Phone,9,806.05,0,7254.45,-790.7
ORD-10491,01/10/2024,07/10/2024,Standard Class,Sara Qureshi,Home Office,Nort,Lahore,Technology,Accessories,Wireless Mouse,9,430.37,0,3873.33,91.64
ORD-10754,26/08/2024,30/08/2024,First Class,Ayesha Iqbal,Consumer,east,Sialkot,Furniture,Bookcases,Corner Bookcase,8,512.16,0.3,4097.28,1008.63
ORD-11112,04/11/2024,07/11/2024,Standard Class,Hina Chaudhry,Consumer, North,Lahore,Office Supplies,Art,Marker Set,12,51.59,0,619.08,-63.67
ORD-10065,12/04/2024,13/04/2024,Same Day,Hina Qureshi,Corporate, South ,Karachi,Furniture,Furnishings,Wall Clock,12,360.75,0,4329,1194.3
ORD-11040,14/02/2023,17/02/2023,Standard Class,Sana Malik,Corporate,south,Hyderabad,Technology,Copiers,Desktop Copier,2,152.17,0,304.34,67.01
ORD-11078,22/01/2024,25/01/2024,Standard Class,Adeel Iqbal,Consumer,WEST,Quetta,Furniture,Tables,Round Conference Table,5,357.99,0,1789.95,-229.1
ORD-11035,05/07/2024,12/07/2024,Standard Class,Imran Khan,Corporate, North,Rawalpindi,Technology,Accessories,Keyboard,7,39.61,,277.27,63.64
ORD-10296,16/07/2024,17/07/2024,Standard Class,Mahnoor Farooq,Corporate,EAST,Sialkot,Office Supplies,Binders,3-Ring Binder,6,324.64,10,1947.84,346.2
ORD-10591,05/11/2024,12/11/2024,Standard Class,Nida Ansari,Consumer,east,Sialkot,Office Supplies,Art,Highlighter Pack,5,296.84,0,1484.2,198.57
ORD-10419,23/02/2023,25/02/2023,Second Class,Tariq Sheikh,Home Office, West,Peshawar,Office Supplies,Art,Highlighter Pack,7,616.74,0.1,4317.18,376.87
ORD-10438,06/01/2024,13/01/2024,Same Day,Ali Sheikh,Corporate,central,Faisalabad,Technology,Machines,Label Maker,2,717.97,0.2,1435.94,390.42
ORD-10261,16/02/2023,19/02/2023,Second Class,Imran Raza,Consumer,east,Gujranwala,Office Supplies,Paper,Sticky Notes,4,152.57,0.3,610.28,31.55
ORD-10747,17/12/2024,23/12/2024,First Class,Imran Sheikh,Home Office, West,Peshawar,Furniture,Tables,Coffee Table,3,708.23,0,2124.69,357.9
ORD-10281,29/04/2023,06/05/2023,Standard Class,FAISAL KHAN,Consumer,EAST,Gujranwala,Technology,Copiers,Multifunction Copier,9,100.29,0.1,902.61,-69.8
ORD-10680,06/08/2024,10/08/2024,Same Day,Nida Qureshi,Home Office,SOUTH,Karachi,Office Supplies,Paper,Copy Paper A4,4,67.16,0,268.64,16.98
ORD-10876,20/04/2024,23/04/2024,Same Day,Tariq Raza,Home Office,west,Quetta,Office Supplies,Storage,Storage Box,8,592.29,0.2,4738.32,1438.75
ORD-10188,02/02/2024,07/02/2024,Standard Class,Hassan Chaudhry,Consumer,West,Peshawar,Office Supplies,Art,Highlighter Pack,10,533.2,0.2,5332,-442.7
ORD-10957,17/07/2023,22/07/2023,Same Day,Ayesha Ansari,Consumer,SOUTH,Hyderabad,Technology,Copiers,Multifunction Copier,2,307.82,0,615.64,-48.83
ORD-10251,16/05/2023,22/05/2023,Same Day,Zara Iqbal,Corporate,South,Karachi,Office Supplies,Labels,Shipping Labels,7,767.17,0.1,5370.19,-128.89
ORD-10930,25/12/2023,26/12/2023,First Class,Mahnoor Butt,Consumer,SOUTH,Karachi,Office Supplies,Binders,Hanging Binder,4,401.83,0.2,1607.32,-19.71
ORD-10748,04/01/2023,05/01/2023,Standard Class,Hina Malik,Home Office, South ,Hyderabad,Technology,Machines,Laser Printer,3,172.67,0.1,518.01,-40.97
ORD-10514,13/07/2023,15/07/2023,First Class,Hassan Farooq,Home Office,north,Lahore,Furniture,Furnishings,Wall Clock,7,108.84,0.1,761.88,-98.74
ORD-10638,19/07/2023,25/07/2023,Same Day,Ali Chaudhry,Corporate,Centeral,Multan,Furniture,Bookcases,Corner Bookcase,8,590.9,0.15,4727.2,-383.94
ORD-10487,20/08/2024,21/08/2024,First Class,  Faisal Raza  ,Home Office,east,Sialkot,Office Supplies,Storage,Filing Cabinet,1,596.81,0,596.81,-19.51
ORD-10273,29/08/2023,30/08/2023,Same Day,Hina Malik,Consumer, West,Peshawar,Furniture,Furnishings,Wall Clock,8,671.99,0,5375.92,-530.49
ORD-11024,09/12/2024,11/12/2024,Standard Class,Ali Farooq,Home Office,South,Hyderabad,Technology,Copiers,Desktop Copier,7,748.25,0.1,5237.75,-327.3
ORD-11114,26/10/2024,31/10/2024,Second Class,Rabia Sheikh,Corporate,North,Islamabad,Furniture,Tables,Rectangular Desk,7,9.73,0.15,68.11,19.58
ORD-10448,10/10/2024,11/10/2024,Second Class,Omar Iqbal,Home Office, North,Rawalpindi,Office Supplies,Labels,Address Labels,5,629.76,0.15,3148.8,381.69
ORD-10411,23/03/2024,25/03/2024,Same Day,Adeel Iqbal,Corporate,north,Rawalpindi,Office Supplies,Art,Highlighter Pack,10,165.92,0.15,1659.2,102.97
ORD-10915,17/01/2023,20/01/2023,Standard Class,Bilal Ansari,Home Office,,Sialkot,Furniture,Tables,Round Conference Table,3,130.5,0.1,391.5,90.49
ORD-10801,21/11/2024,26/11/2024,Second Class,Sara Iqbal,Consumer,SOUTH,Hyderabad,Office Supplies,Storage,Storage Box,7,457,0,3199,441.48
ORD-10998,17/02/2024,21/02/2024,Same Day,Ahmed Butt,Corporate, West,Quetta,Furniture,Furnishings,Wall Clock,6,346.4,0.3,2078.4,345.22
ORD-11014,03/09/2023,04/09/2023,Second Class,Ali Khan,Home Office,Central,Multan,Technology,Machines,Label Maker,4,683.88,0,2735.52,895.09
ORD-10149,19/12/2024,24/12/2024,Second Class,Sana Ansari,Home Office,west,Quetta,Technology,Phones,Cordless Phone,12,328.8,0.15,3945.6,-370.47
ORD-10218,26/10/2023,29/10/2023,Second Class,Usman Malik,Consumer,east,Gujranwala,Office Supplies,Art,Pen Set,4,126.82,0.3,507.28,72.21
ORD-10239,12/02/2024,16/02/2024,Same Day,Kamran Iqbal,Corporate,WEST,Quetta,Technology,Copiers,Desktop Copier,6,171.99,0,1031.94,-18.94
ORD-10773,17/05/2023,23/05/2023,Second Class,Omar Sheikh,Consumer,central,Multan,Office Supplies,Art,Pen Set,4,669.23,0.1,2676.92,687.75
ORD-10192,22/05/2024,27/05/2024,Standard Class,Tariq Khan,Home Office,Central,Multan,Office Supplies,Labels,Shipping Labels,12,400.02,0,4800.24,1655.54
ORD-10191,02/12/2024,06/12/2024,Same Day,Usman Chaudhry,Home Office, West,Peshawar,Furniture,Chairs,Executive Leather Chair,1,250.99,0.15,250.99,-1.42
ORD-11184,27/11/2023,28/11/2023,First Class,Faisal Chaudhry,Consumer, South ,Hyderabad,Technology,Phones,Smartphone X200,5,895.46,0,4477.3,339.69
ORD-10644,05/11/2024,06/11/2024,First Class,Ayesha Khan,Consumer,south,Karachi,Technology,Copiers,Multifunction Copier,3,519.7,0.2,1559.1,-108.19
ORD-10648,26/01/2024,01/02/2024,Second Class,Faisal Butt,Home Office, South ,Hyderabad,Furniture,Bookcases,Corner Bookcase,9,187.37,0.2,1686.33,364.82
ORD-11198,14/10/2023,19/10/2023,First Class,Rabia Iqbal,Consumer,SOUTH,Hyderabad,Office Supplies,Storage,Storage Box,8,536.27,0,4290.16,-342.45
ORD-10643,09/05/2023,10/05/2023,Standard Class,Tariq Ansari,Consumer,East,Sialkot,Office Supplies,Binders,View Binder,9,442.26,0.15,3980.34,1069.01
ORD-11005,30/07/2024,03/08/2024,First Class,Adeel Raza,Consumer,NORTH,Rawalpindi,Furniture,Furnishings,Desk Lamp,2,478.67,0.1,957.34,144.85
ORD-11033,30/10/2023,31/10/2023,First Class,Ayesha Iqbal,Corporate,south,Karachi,Furniture,Bookcases,Wall-Mount Bookcase,6,597.12,0,3582.72,712.64
ORD-10582,08/09/2023,09/09/2023,Second Class,Ali Chaudhry,Home Office,central,Faisalabad,Furniture,Bookcases,5-Shelf Bookcase,3,767.09,0.15,2301.27,674.08
ORD-10758,12/09/2023,19/09/2023,Second Class,Adeel Chaudhry,Home Office, West,Peshawar,Furniture,Bookcases,Wall-Mount Bookcase,3,509.7,0.2,1529.1,440.33
ORD-10627,16/02/2024,22/02/2024,Same Day,Usman Raza,Home Office,South,Karachi,Technology,Accessories,Keyboard,8,558.42,0.2,4467.36,1272.87
ORD-11150,04/02/2024,07/02/2024,Second Class,HASSAN IQBAL,Corporate,west,Peshawar,Office Supplies,Storage,Storage Box,4,650.41,0,2601.64,51.94
ORD-10323,21/07/2024,23/07/2024,First Class,Fatima Farooq,Consumer,WEST,Peshawar,Furniture,Bookcases,5-Shelf Bookcase,12,183.7,0.2,2204.4,-63.87
ORD-10996,21/11/2024,28/11/2024,First Class,Adeel Malik,Home Office,West,Quetta,Office Supplies,Labels,Shipping Labels,10,239.88,0.3,2398.8,22.87
ORD-10631,21/03/2024,27/03/2024,Same Day,Zara Farooq,Consumer,north,Islamabad,Office Supplies,Storage,Storage Box,11,115.17,,1266.87,394.46
ORD-10921,20/08/2023,23/08/2023,,Bilal Raza,Home Office,SOUTH,,Technology,Copiers,Multifunction Copier,7,340.42,0,2382.94,332.86
ORD-10708,20/12/2024,26/12/2024,Same Day,Bilal Farooq,Consumer,West,Peshawar,Office Supplies,Binders,Hanging Binder,3,577.99,0,1733.97,232.53
ORD-10437,28/06/2023,03/07/2023,Standard Class,Omar Raza,Home Office,Nort,Lahore,Technology,Copiers,Desktop Copier,7,9.09,0,63.63,-3.44
ORD-10829,05/05/2023,07/05/2023,Same Day,Hassan Ansari,Consumer, South ,Karachi,Furniture,Furnishings,Wall Clock,8,130.18,0.3,1041.44,128.66
ORD-10902,04/07/2024,07/07/2024,First Class,Sara Raza,Home Office,WEST,Quetta,Office Supplies,Paper,Notebook,12,375.33,0,4503.96,1292.53
ORD-10341,25/11/2023,26/11/2023,Second Class,Zara Butt,Consumer,South,Karachi,Furniture,Chairs,Folding Chair,12,397.38,0,4768.56,-160.2
ORD-10002,15/04/2023,16/04/2023,First Class,Ali Farooq,Home Office,West,Peshawar,Office Supplies,Labels,Shipping Labels,9,116.72,0.1,1050.48,-116.18
ORD-10229,04/05/2024,05/05/2024,Second Class,Hassan Raza,Consumer,EAST,Sialkot,Furniture,Bookcases,Corner Bookcase,1,24.61,0.15,24.61,4.98
ORD-10696,27/02/2023,01/03/2023,Same Day,Hina Iqbal,Consumer,west,Quetta,Technology,Copiers,Multifunction Copier,7,152.52,0.3,1067.64,38.16
ORD-11197,23/02/2023,01/03/2023,Standard Class,Adeel Raza,Consumer,East,Gujranwala,Office Supplies,Art,Highlighter Pack,11,413.69,0,4550.59,-612.89
ORD-10076,19/05/2024,20/05/2024,Same Day,Kamran Ansari,Home Office,north,Rawalpindi,Furniture,Furnishings,Wall Clock,7,530.67,0.2,3714.69,-270.2
ORD-11145,22/08/2023,25/08/2023,Same Day,Mahnoor Iqbal,Consumer,EAST,Sialkot,Office Supplies,Storage,Storage Box,12,42.48,0.2,509.76,-66.43
ORD-10371,28/05/2024,31/05/2024,Second Class,Bilal Raza,Corporate,NORTH,Islamabad,Furniture,Bookcases,5-Shelf Bookcase,7,592.95,0,4150.65,892.16
ORD-10180,03/08/2023,07/08/2023,Same Day,Omar Sheikh,Consumer,EAST,Sialkot,Office Supplies,Art,Marker Set,5,594.5,0.2,2972.5,183
ORD-10800,01/06/2024,02/06/2024,,Faisal Sheikh,Corporate,EAST,Gujranwala,Technology,Machines,Label Maker,10,745.9,0,7459,2333.61
ORD-10577,10/12/2024,13/12/2024,Second Class,Ayesha Farooq,Corporate,CENTRAL,Faisalabad,Office Supplies,Storage,Storage Box,1,448.86,0,448.86,76.03
ORD-10791,11/11/2023,16/11/2023,Second Class,Sana Khan,Corporate,east,Sialkot,Office Supplies,Art,Marker Set,8,38.12,0,304.96,27.48
ORD-10816,30/06/2023,04/07/2023,First Class,Bilal Farooq,Corporate,EAST,Sialkot,Office Supplies,Art,Highlighter Pack,8,542.95,0.2,4343.6,-141.47
